PdfType: error
Format: lhagrid1
---
5.000000e-06 6.469340e-06 8.370580e-06 1.083050e-05 1.401320e-05 1.813100e-05 2.345850e-05 3.035090e-05 3.926760e-05 5.080240e-05 6.572330e-05 8.502270e-05 1.099830e-04 1.422610e-04 1.839950e-04 2.379440e-04 3.076670e-04 3.977440e-04 5.140700e-04 6.642160e-04 8.578820e-04 1.107470e-03 1.428790e-03 1.847940e-03 2.379570e-03 3.060350e-03 3.929800e-03 5.036510e-03 6.439470e-03 8.208290e-03 1.042490e-02 1.318030e-02 1.657460e-02 2.071300e-02 2.570030e-02 3.166080e-02 3.860010e-02 4.666620e-02 5.587900e-02 6.626100e-02 7.781050e-02 9.050080e-02 1.042750e-01 1.191680e-01 1.349350e-01 1.516740e-01 1.692700e-01 1.876580e-01 2.067780e-01 2.265720e-01 2.469860e-01 2.679650e-01 2.894600e-01 3.112310e-01 3.336210e-01 3.564040e-01 3.795630e-01 4.031000e-01 4.269440e-01 4.510730e-01 4.754690e-01 5.001130e-01 5.249900e-01 5.500860e-01 5.753850e-01 6.009230e-01 6.264810e-01 6.523530e-01 6.783700e-01 7.045280e-01 7.308230e-01 7.572480e-01 7.837670e-01 8.105000e-01 8.372600e-01 8.641380e-01 8.911230e-01 9.182080e-01 9.453860e-01 9.726560e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5  -4  -3  -2  -1  1  2  3  4  5  21
0.00000000e+00 0.00000000e+00 6.19015000e-02 1.78444000e-01 1.78450500e-01 1.78656500e-01 1.80271500e-01 6.19015000e-02 0.00000000e+00 0.00000000e+00 6.97900000e-04
0.00000000e+00 4.45941500e-02 1.06184000e-01 2.22128500e-01 2.22140500e-01 2.22382500e-01 2.24097000e-01 1.06184000e-01 4.45941500e-02 0.00000000e+00 1.11769500e+00
0.00000000e+00 1.11791500e-01 1.73085000e-01 2.88459000e-01 2.88477000e-01 2.88756500e-01 2.90570500e-01 1.73085000e-01 1.11791500e-01 0.00000000e+00 2.91996500e+00
0.00000000e+00 2.05131000e-01 2.66140000e-01 3.80967000e-01 3.80991000e-01 3.81309000e-01 3.83223000e-01 2.66140000e-01 2.05131000e-01 0.00000000e+00 5.56720000e+00
0.00000000e+00 3.28824500e-01 3.89559500e-01 5.03860000e-01 5.03890000e-01 5.04245000e-01 5.06260000e-01 3.89559500e-01 3.28824500e-01 0.00000000e+00 9.23625000e+00
0.00000000e+00 4.87607000e-01 5.48075000e-01 6.61865000e-01 6.61900000e-01 6.62300000e-01 6.64415000e-01 5.48075000e-01 4.87607000e-01 0.00000000e+00 1.41175500e+01
0.00000000e+00 6.86760000e-01 7.46970000e-01 8.60260000e-01 8.60300000e-01 8.60745000e-01 8.62970000e-01 7.46970000e-01 6.86760000e-01 0.00000000e+00 2.04145500e+01
0.00000000e+00 9.32135000e-01 9.92100000e-01 1.10490000e+00 1.10494500e+00 1.10544000e+00 1.10776500e+00 9.92100000e-01 9.32135000e-01 0.00000000e+00 2.83438500e+01
3.42754500e-01 1.26560500e+00 1.32529500e+00 1.43757000e+00 1.43763000e+00 1.43817000e+00 1.44062000e+00 1.32529500e+00 1.26560500e+00 3.42754500e-01 3.86318000e+01
7.60875000e-01 1.67454500e+00 1.73397000e+00 1.84572500e+00 1.84579000e+00 1.84639000e+00 1.84896000e+00 1.73397000e+00 1.67454500e+00 7.60875000e-01 5.14590000e+01
1.26561000e+00 2.17020500e+00 2.22936000e+00 2.34060000e+00 2.34067500e+00 2.34133500e+00 2.34403000e+00 2.22936000e+00 2.17020500e+00 1.26561000e+00 6.71830000e+01
1.86970500e+00 2.76531000e+00 2.82420500e+00 2.93493500e+00 2.93501500e+00 2.93574000e+00 2.93857000e+00 2.82420500e+00 2.76531000e+00 1.86970500e+00 8.61885000e+01
2.58702000e+00 3.47371500e+00 3.53235500e+00 3.64258000e+00 3.64267000e+00 3.64346000e+00 3.64642500e+00 3.53235500e+00 3.47371500e+00 2.58702000e+00 1.08872000e+02
3.43250500e+00 4.31038000e+00 4.36876000e+00 4.47848000e+00 4.47858000e+00 4.47944500e+00 4.48255000e+00 4.36876000e+00 4.31038000e+00 3.43250500e+00 1.35640000e+02
