PdfType: central
Format: lhagrid1
---
5.000000e-06 6.469340e-06 8.370580e-06 1.083050e-05 1.401320e-05 1.813100e-05 2.345850e-05 3.035090e-05 3.926760e-05 5.080240e-05 6.572330e-05 8.502270e-05 1.099830e-04 1.422610e-04 1.839950e-04 2.379440e-04 3.076670e-04 3.977440e-04 5.140700e-04 6.642160e-04 8.578820e-04 1.107470e-03 1.428790e-03 1.847940e-03 2.379570e-03 3.060350e-03 3.929800e-03 5.036510e-03 6.439470e-03 8.208290e-03 1.042490e-02 1.318030e-02 1.657460e-02 2.071300e-02 2.570030e-02 3.166080e-02 3.860010e-02 4.666620e-02 5.587900e-02 6.626100e-02 7.781050e-02 9.050080e-02 1.042750e-01 1.191680e-01 1.349350e-01 1.516740e-01 1.692700e-01 1.876580e-01 2.067780e-01 2.265720e-01 2.469860e-01 2.679650e-01 2.894600e-01 3.112310e-01 3.336210e-01 3.564040e-01 3.795630e-01 4.031000e-01 4.269440e-01 4.510730e-01 4.754690e-01 5.001130e-01 5.249900e-01 5.500860e-01 5.753850e-01 6.009230e-01 6.264810e-01 6.523530e-01 6.783700e-01 7.045280e-01 7.308230e-01 7.572480e-01 7.837670e-01 8.105000e-01 8.372600e-01 8.641380e-01 8.911230e-01 9.182080e-01 9.453860e-01 9.726560e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5  -4  -3  -2  -1  1  2  3  4  5  21
0.00000000e+00 0.00000000e+00 6.08230000e-01 1.52055500e+00 1.52060500e+00 1.52225000e+00 1.52166000e+00 6.08230000e-01 0.00000000e+00 0.00000000e+00 5.77405000e-02
0.00000000e+00 7.66545000e-02 6.74800000e-01 1.57198500e+00 1.57204500e+00 1.57379500e+00 1.57320500e+00 6.74800000e-01 7.66545000e-02 0.00000000e+00 2.30779000e+00
0.00000000e+00 1.85096000e-01 7.73690000e-01 1.65654000e+00 1.65661000e+00 1.65846500e+00 1.65787500e+00 7.73690000e-01 1.85096000e-01 0.00000000e+00 5.49135000e+00
0.00000000e+00 3.29195500e-01 9.08690000e-01 1.77787500e+00 1.77795500e+00 1.77991000e+00 1.77933000e+00 9.08690000e-01 3.29195500e-01 0.00000000e+00 9.79125000e+00
0.00000000e+00 5.13655000e-01 1.08442000e+00 1.94051500e+00 1.94060000e+00 1.94266000e+00 1.94209000e+00 1.08442000e+00 5.13655000e-01 0.00000000e+00 1.54061000e+01
0.00000000e+00 7.43765000e-01 1.30613000e+00 2.14961000e+00 2.14970500e+00 2.15187500e+00 2.15131000e+00 1.30613000e+00 7.43765000e-01 0.00000000e+00 2.25459000e+01
0.00000000e+00 1.02543500e+00 1.57967500e+00 2.41095500e+00 2.41106000e+00 2.41334000e+00 2.41278500e+00 1.57967500e+00 1.02543500e+00 0.00000000e+00 3.14315500e+01
0.00000000e+00 1.36516500e+00 1.91152500e+00 2.73097000e+00 2.73108500e+00 2.73347500e+00 2.73293500e+00 1.91152500e+00 1.36516500e+00 0.00000000e+00 4.22943500e+01
4.68272000e-01 1.81795500e+00 2.35589000e+00 3.16269000e+00 3.16281500e+00 3.16533000e+00 3.16480500e+00 2.35589000e+00 1.81795500e+00 4.68272000e-01 5.60035000e+01
1.02842500e+00 2.36283500e+00 2.89249500e+00 3.68687500e+00 3.68701000e+00 3.68965500e+00 3.68914500e+00 2.89249500e+00 2.36283500e+00 1.02842500e+00 7.26980000e+01
1.69274500e+00 3.01208000e+00 3.53360000e+00 4.31577000e+00 4.31592000e+00 4.31870000e+00 4.31821500e+00 3.53360000e+00 3.01208000e+00 1.69274500e+00 9.27485000e+01
2.47500500e+00 3.77944500e+00 4.29297000e+00 5.06315000e+00 5.06330000e+00 5.06620000e+00 5.06575000e+00 4.29297000e+00 3.77944500e+00 2.47500500e+00 1.16545500e+02
3.39003000e+00 4.67974500e+00 5.18540000e+00 5.94375000e+00 5.94390000e+00 5.94700000e+00 5.94655000e+00 5.18540000e+00 4.67974500e+00 3.39003000e+00 1.44485500e+02
4.45364500e+00 5.72880000e+00 6.22670000e+00 6.97340000e+00 6.97360000e+00 6.97680000e+00 6.97640000e+00 6.22670000e+00 5.72880000e+00 4.45364500e+00 1.76968500e+02
5.68265000e+00 6.94340000e+00 7.43365000e+00 8.16890000e+00 8.16910000e+00 8.17250000e+00 8.17210000e+00 7.43365000e+00 6.94340000e+00 5.68265000e+00 2.14393000e+02
7.09465000e+00 8.34115000e+00 8.82390000e+00 9.54790000e+00 9.54810000e+00 9.55165000e+00 9.55130000e+00 8.82390000e+00 8.34115000e+00 7.09465000e+00 2.57150000e+02
8.70820000e+00 9.94060000e+00 1.04159500e+01 1.11288000e+01 1.11290000e+01 1.11327500e+01 1.11324000e+01 1.04159500e+01 9.94060000e+00 8.70820000e+00 3.05616500e+02
1.05424000e+01 1.17608000e+01 1.22288500e+01 1.29307500e+01 1.29310000e+01 1.29349000e+01 1.29346500e+01 1.22288500e+01 1.17608000e+01 1.05424000e+01 3.60154000e+02
