100	0.0398406374501992	1.1489963167835924
125	0.04980079681274901	1.167623377723466
150	0.05976095617529881	1.173526268284023
175	0.06972111553784861	1.1703063824975275
200	0.0796812749003984	1.1612851116628746
225	0.08964143426294821	1.1487354637936213
250	0.09960159362549802	1.1340277158077796
275	0.10956175298804781	1.1169108072599894
300	0.11952191235059761	1.099017676996916
325	0.1294820717131474	1.0809003713782463
350	0.13944223107569723	1.0629362801388054
375	0.14940239043824702	1.0453854172804276
400	0.1593625498007968	1.0283341321878217
425	0.16932270916334663	1.0119555572260972
450	0.17928286852589642	0.9961543084417043
475	0.1892430278884462	0.9805892455702788
500	0.19920318725099603	0.9652875779071998
525	0.20916334661354583	0.9506481474041907
550	0.21912350597609562	0.9365437559432733
575	0.22908366533864544	0.9230687973959321
600	0.23904382470119523	0.9100633509118993
625	0.24900398406374502	0.8976436741639826
650	0.2589641434262948	0.8856560233920353
675	0.2689243027888446	0.8742016688062195
700	0.27888446215139445	0.8630503629381538
725	0.28884462151394424	0.8523616773836328
750	0.29880478087649404	0.8419717346877837
775	0.30876494023904383	0.8319839115236326
800	0.3187250996015936	0.8222482034952214
825	0.3286852589641434	0.8128094360610354
